Item,Response,Participant,Group,Dimension
17,3,218,USA,Authority
18,3,219,USA,Purity
19,3,220,USA,Care
20,2,221,USA,Equality
21,3,222,USA,Proportionality
22,5,223,USA,Loyalty
23,4,224,USA,Authority
24,3,225,USA,Purity
25,3,226,USA,Care
26,2,227,USA,Equality
27,2,228,USA,Proportionality
28,3,229,USA,Loyalty
29,2,230,USA,Authority
30,3,231,USA,Purity
31,3,232,USA,Care
32,1,233,USA,Equality
33,5,234,USA,Proportionality
34,5,235,USA,Loyalty
35,4,236,USA,Authority
36,3,237,USA,Purity
1,5,238,USA,Care
2,2,239,USA,Equality
3,2,240,USA,Proportionality
4,3,241,USA,Loyalty
5,4,242,USA,Authority
6,4,243,USA,Purity
7,4,244,USA,Care
8,2,245,USA,Equality
9,4,246,USA,Proportionality
10,2,247,USA,Loyalty
11,4,248,USA,Authority
12,2,249,USA,Purity
13,5,250,USA,Care
14,5,251,USA,Equality
15,2,252,USA,Proportionality
16,1,253,USA,Loyalty
17,3,254,USA,Authority
18,2,255,USA,Purity
19,5,256,USA,Care
20,3,257,USA,Equality
21,4,258,USA,Proportionality
22,3,259,USA,Loyalty
23,3,260,USA,Authority
24,1,261,USA,Purity
25,4,262,USA,Care
26,3,263,USA,Equality
27,1,264,USA,Proportionality
28,5,265,USA,Loyalty
29,3,266,USA,Authority
30,3,267,USA,Purity
31,5,268,USA,Care
32,4,269,USA,Equality
33,4,270,USA,Proportionality
34,4,271,USA,Loyalty
35,4,272,USA,Authority
36,3,273,USA,Purity
1,3,274,USA,Care
2,1,275,USA,Equality
3,4,276,USA,Proportionality
4,5,277,USA,Loyalty
5,3,278,USA,Authority
6,5,279,USA,Purity
7,5,280,USA,Care
8,1,281,USA,Equality
9,1,282,USA,Proportionality
10,5,283,USA,Loyalty
11,1,284,USA,Authority
12,1,285,USA,Purity
13,4,286,USA,Care
14,1,287,USA,Equality
15,4,288,USA,Proportionality
16,5,289,USA,Loyalty
17,4,290,USA,Authority
18,1,291,USA,Purity
19,4,292,USA,Care
20,1,293,USA,Equality
21,4,294,USA,Proportionality
22,3,295,USA,Loyalty
23,1,296,USA,Authority
24,5,297,USA,Purity
25,4,298,USA,Care
26,1,299,USA,Equality
27,4,300,USA,Proportionality
28,4,301,USA,Loyalty
29,3,302,USA,Authority
30,1,303,USA,Purity
31,5,304,USA,Care
32,1,305,USA,Equality
33,1,306,USA,Proportionality
34,4,307,USA,Loyalty
35,4,308,USA,Authority
36,1,309,USA,Purity
1,4,310,USA,Care
2,1,311,USA,Equality
3,5,312,USA,Proportionality
4,5,313,USA,Loyalty
5,4,314,USA,Authority
6,4,315,USA,Purity
7,4,316,USA,Care
8,1,317,USA,Equality
9,5,318,USA,Proportionality
10,5,319,USA,Loyalty
11,3,320,USA,Authority
12,3,321,USA,Purity
13,4,322,USA,Care
14,3,323,USA,Equality
15,4,324,USA,Proportionality
16,4,325,USA,Loyalty
17,4,326,USA,Authority
18,3,327,USA,Purity
19,4,328,USA,Care
20,2,329,USA,Equality
21,4,330,USA,Proportionality
22,4,331,USA,Loyalty
23,3,332,USA,Authority
24,1,333,USA,Purity
25,4,334,USA,Care
26,5,335,USA,Equality
27,4,336,USA,Proportionality
28,4,337,USA,Loyalty
29,5,338,USA,Authority
30,2,339,USA,Purity
31,4,340,USA,Care
32,1,341,USA,Equality
33,5,342,USA,Proportionality
34,3,343,USA,Loyalty
35,5,344,USA,Authority
36,4,345,USA,Purity
1,5,346,USA,Care
2,3,347,USA,Equality
3,4,348,USA,Proportionality
4,1,349,USA,Loyalty
5,4,350,USA,Authority
6,5,351,USA,Purity
7,5,352,USA,Care
8,4,353,USA,Equality
9,5,354,USA,Proportionality
10,1,355,USA,Loyalty
11,2,356,USA,Authority
12,3,357,USA,Purity
13,4,358,USA,Care
14,5,359,USA,Equality
15,5,360,USA,Proportionality
16,1,361,USA,Loyalty
17,4,362,USA,Authority
18,2,363,USA,Purity
19,5,364,USA,Care
20,2,365,USA,Equality
21,5,366,USA,Proportionality
22,1,367,USA,Loyalty
23,4,368,USA,Authority
24,3,369,USA,Purity
25,5,370,USA,Care
26,2,371,USA,Equality
27,4,372,USA,Proportionality
28,4,373,USA,Loyalty
29,2,374,USA,Authority
30,4,375,USA,Purity
31,5,376,USA,Care
32,4,377,USA,Equality
33,4,378,USA,Proportionality
34,4,379,USA,Loyalty
35,4,380,USA,Authority
36,2,381,USA,Purity
1,3,382,USA,Care
2,3,383,USA,Equality
3,4,384,USA,Proportionality
4,3,385,USA,Loyalty
5,4,386,USA,Authority
6,4,387,USA,Purity
7,3,388,USA,Care
8,3,389,USA,Equality
9,3,390,USA,Proportionality
10,4,391,USA,Loyalty
11,3,392,USA,Authority
12,4,393,USA,Purity
13,4,394,USA,Care
14,4,395,USA,Equality
15,3,396,USA,Proportionality
16,4,397,USA,Loyalty
17,3,398,USA,Authority
18,3,399,USA,Purity
19,4,400,USA,Care
20,3,401,USA,Equality
21,3,402,USA,Proportionality
22,4,403,USA,Loyalty
23,4,404,USA,Authority
24,2,405,USA,Purity
25,4,406,USA,Care
26,4,407,USA,Equality
27,1,408,USA,Proportionality
28,3,409,USA,Loyalty
29,4,410,USA,Authority
30,4,411,USA,Purity
31,3,412,USA,Care
32,3,413,USA,Equality
33,4,414,USA,Proportionality
34,3,415,USA,Loyalty
35,3,416,USA,Authority
36,4,417,USA,Purity
1,3,418,USA,Care
2,2,419,USA,Equality
3,4,420,USA,Proportionality
4,3,421,USA,Loyalty
5,3,422,USA,Authority
6,3,423,USA,Purity
7,4,424,USA,Care
8,2,425,USA,Equality
9,4,426,USA,Proportionality
10,3,427,USA,Loyalty
11,3,428,USA,Authority
12,3,429,USA,Purity
13,3,430,USA,Care
14,2,431,USA,Equality
15,4,432,USA,Proportionality
16,3,433,USA,Loyalty
17,3,434,USA,Authority
18,3,435,USA,Purity
19,4,436,USA,Care
20,2,437,USA,Equality
21,4,438,USA,Proportionality
22,4,439,USA,Loyalty
23,4,440,USA,Authority
24,2,441,USA,Purity
25,4,442,USA,Care
26,3,443,USA,Equality
27,3,444,USA,Proportionality
28,4,445,USA,Loyalty
29,3,446,USA,Authority
30,2,447,USA,Purity
31,3,448,USA,Care
32,2,449,USA,Equality
33,4,450,USA,Proportionality
34,3,451,USA,Loyalty
35,3,452,USA,Authority
36,3,453,USA,Purity
1,5,454,USA,Care
2,1,455,USA,Equality
3,3,456,USA,Proportionality
4,5,457,USA,Loyalty
5,5,458,USA,Authority
6,2,459,USA,Purity
7,5,460,USA,Care
8,1,461,USA,Equality
9,2,462,USA,Proportionality
10,5,463,USA,Loyalty
11,5,464,USA,Authority
12,4,465,USA,Purity
13,2,466,USA,Care
14,2,467,USA,Equality
15,4,468,USA,Proportionality
16,5,469,USA,Loyalty
17,5,470,USA,Authority
18,4,471,USA,Purity
19,3,472,USA,Care
20,1,473,USA,Equality
21,5,474,USA,Proportionality
22,5,475,USA,Loyalty
23,5,476,USA,Authority
24,2,477,USA,Purity
25,4,478,USA,Care
26,4,479,USA,Equality
27,4,480,USA,Proportionality
28,5,481,USA,Loyalty
29,5,482,USA,Authority
30,4,483,USA,Purity
31,5,484,USA,Care
32,1,485,USA,Equality
33,5,486,USA,Proportionality
34,5,487,USA,Loyalty
35,5,488,USA,Authority
36,5,489,USA,Purity
1,4,490,USA,Care
2,2,491,USA,Equality
3,1,492,USA,Proportionality
4,3,493,USA,Loyalty
5,2,494,USA,Authority
6,1,495,USA,Purity
7,4,496,USA,Care
8,3,497,USA,Equality
9,2,498,USA,Proportionality
10,2,499,USA,Loyalty
11,1,500,USA,Authority
12,1,501,USA,Purity
13,2,502,USA,Care
14,3,503,USA,Equality
15,1,504,USA,Proportionality
16,3,505,USA,Loyalty
17,2,506,USA,Authority
18,1,507,USA,Purity
19,3,508,USA,Care
20,2,509,USA,Equality
21,4,510,USA,Proportionality
22,2,511,USA,Loyalty
23,3,512,USA,Authority
24,2,513,USA,Purity
25,2,514,USA,Care
26,1,515,USA,Equality
27,1,1,USA,Proportionality
28,2,2,USA,Loyalty
29,1,3,USA,Authority
30,1,4,USA,Purity
31,3,5,USA,Care
32,3,6,USA,Equality
33,2,7,USA,Proportionality
34,2,8,USA,Loyalty
35,1,9,USA,Authority
36,1,10,USA,Purity
1,4,11,USA,Care
2,5,12,USA,Equality
3,5,13,USA,Proportionality
4,5,14,USA,Loyalty
5,5,15,USA,Authority
6,5,16,USA,Purity
7,5,17,USA,Care
8,5,18,USA,Equality
9,5,19,USA,Proportionality
10,4,20,USA,Loyalty
11,5,21,USA,Authority
12,1,22,USA,Purity
13,5,23,USA,Care
14,4,24,USA,Equality
15,5,25,USA,Proportionality
16,5,26,USA,Loyalty
17,5,27,USA,Authority
18,1,28,USA,Purity
19,5,29,USA,Care
20,4,30,USA,Equality
21,4,31,USA,Proportionality
22,5,32,USA,Loyalty
23,5,33,USA,Authority
24,5,34,USA,Purity
25,5,35,USA,Care
26,5,36,USA,Equality
27,5,37,USA,Proportionality
28,5,38,USA,Loyalty
29,5,39,USA,Authority
30,5,40,USA,Purity
31,5,41,USA,Care
32,1,42,USA,Equality
33,5,43,USA,Proportionality
34,4,44,USA,Loyalty
35,4,45,USA,Authority
36,5,46,USA,Purity
1,5,47,USA,Care
2,1,48,USA,Equality
3,5,49,USA,Proportionality
4,5,50,USA,Loyalty
5,2,51,USA,Authority
6,4,52,USA,Purity
7,5,53,USA,Care
8,1,54,USA,Equality
9,5,55,USA,Proportionality
10,5,56,USA,Loyalty
11,5,57,USA,Authority
12,3,58,USA,Purity
13,5,59,USA,Care
14,5,60,USA,Equality
15,5,61,USA,Proportionality
16,5,62,USA,Loyalty
17,5,63,USA,Authority
18,5,64,USA,Purity
19,5,65,USA,Care
20,1,66,USA,Equality
21,5,67,USA,Proportionality
22,5,68,USA,Loyalty
23,5,69,USA,Authority
24,1,70,USA,Purity
25,5,71,USA,Care
26,1,72,USA,Equality
27,4,73,USA,Proportionality
28,5,74,USA,Loyalty
29,5,75,USA,Authority
30,3,76,USA,Purity
31,5,77,USA,Care
32,2,78,USA,Equality
33,1,79,USA,Proportionality
34,5,80,USA,Loyalty
35,5,81,USA,Authority
36,5,82,USA,Purity
1,5,83,USA,Care
2,1,84,USA,Equality
3,5,85,USA,Proportionality
4,5,86,USA,Loyalty
5,5,87,USA,Authority
6,3,88,USA,Purity
7,5,89,USA,Care
8,1,90,USA,Equality
9,4,91,USA,Proportionality
10,5,92,USA,Loyalty
11,4,93,USA,Authority
12,5,94,USA,Purity
13,5,95,USA,Care
14,1,96,USA,Equality
15,5,97,USA,Proportionality
16,5,98,USA,Loyalty
17,5,99,USA,Authority
18,2,100,USA,Purity
19,5,101,USA,Care
20,1,102,USA,Equality
21,5,103,USA,Proportionality
22,5,104,USA,Loyalty
23,5,105,USA,Authority
24,2,106,USA,Purity
25,5,107,USA,Care
26,1,108,USA,Equality
27,5,109,USA,Proportionality
28,5,110,USA,Loyalty
29,5,111,USA,Authority
30,3,112,USA,Purity
31,5,113,USA,Care
32,1,114,USA,Equality
33,4,115,USA,Proportionality
34,5,116,USA,Loyalty
35,5,117,USA,Authority
36,3,118,USA,Purity
1,3,119,USA,Care
2,3,120,USA,Equality
3,4,121,USA,Proportionality
4,5,122,USA,Loyalty
5,4,123,USA,Authority
6,3,124,USA,Purity
7,3,125,USA,Care
8,3,126,USA,Equality
9,4,127,USA,Proportionality
10,1,128,USA,Loyalty
11,3,129,USA,Authority
12,3,130,USA,Purity
13,3,131,USA,Care
14,3,132,USA,Equality
15,4,133,USA,Proportionality
16,5,134,USA,Loyalty
17,4,135,USA,Authority
18,4,136,USA,Purity
19,3,137,USA,Care
20,3,138,USA,Equality
21,5,139,USA,Proportionality
22,5,140,USA,Loyalty
23,4,141,USA,Authority
24,2,142,USA,Purity
25,4,143,USA,Care
26,3,144,USA,Equality
27,3,145,USA,Proportionality
28,4,146,USA,Loyalty
29,4,147,USA,Authority
30,2,148,USA,Purity
31,3,149,USA,Care
32,1,150,USA,Equality
33,3,151,USA,Proportionality
34,4,152,USA,Loyalty
35,3,153,USA,Authority
36,3,154,USA,Purity
1,3,155,USA,Care
2,3,156,USA,Equality
3,3,157,USA,Proportionality
4,4,158,USA,Loyalty
5,3,159,USA,Authority
6,2,160,USA,Purity
7,5,161,USA,Care
8,3,162,USA,Equality
9,4,163,USA,Proportionality
10,4,164,USA,Loyalty
11,4,165,USA,Authority
12,3,166,USA,Purity
13,5,167,USA,Care
14,3,168,USA,Equality
15,5,169,USA,Proportionality
16,4,170,USA,Loyalty
17,3,171,USA,Authority
18,5,172,USA,Purity
19,4,173,USA,Care
20,3,174,USA,Equality
21,4,175,USA,Proportionality
22,4,176,USA,Loyalty
23,5,177,USA,Authority
24,2,178,USA,Purity
25,4,179,USA,Care
26,3,180,USA,Equality
27,1,181,USA,Proportionality
28,2,182,USA,Loyalty
29,4,183,USA,Authority
30,2,184,USA,Purity
31,4,185,USA,Care
32,1,186,USA,Equality
33,4,187,USA,Proportionality
34,3,188,USA,Loyalty
35,5,189,USA,Authority
36,5,190,USA,Purity
1,4,191,USA,Care
2,1,192,USA,Equality
3,4,193,USA,Proportionality
4,4,194,USA,Loyalty
5,4,195,USA,Authority
6,4,196,USA,Purity
7,4,197,USA,Care
8,2,198,USA,Equality
9,3,199,USA,Proportionality
10,4,200,USA,Loyalty
11,3,201,USA,Authority
12,3,202,USA,Purity
13,3,203,USA,Care
14,3,204,USA,Equality
15,4,205,USA,Proportionality
16,5,206,USA,Loyalty
17,4,207,USA,Authority
18,4,208,USA,Purity
19,4,209,USA,Care
20,3,210,USA,Equality
21,4,211,USA,Proportionality
22,4,212,USA,Loyalty
23,4,213,USA,Authority
24,3,214,USA,Purity
25,5,215,USA,Care
26,3,216,USA,Equality
27,4,217,USA,Proportionality
28,4,218,USA,Loyalty
29,4,219,USA,Authority
30,2,220,USA,Purity
31,4,221,USA,Care
32,3,222,USA,Equality
33,3,223,USA,Proportionality
34,4,224,USA,Loyalty
35,5,225,USA,Authority
36,2,226,USA,Purity
1,4,227,USA,Care
2,5,228,USA,Equality
3,5,229,USA,Proportionality
4,4,230,USA,Loyalty
5,4,231,USA,Authority
6,4,232,USA,Purity
7,4,233,USA,Care
8,5,234,USA,Equality
9,4,235,USA,Proportionality
10,3,236,USA,Loyalty
11,4,237,USA,Authority
12,2,238,USA,Purity
13,4,239,USA,Care
14,5,240,USA,Equality
15,5,241,USA,Proportionality
16,4,242,USA,Loyalty
17,4,243,USA,Authority
18,1,244,USA,Purity
19,4,245,USA,Care
20,5,246,USA,Equality
21,4,247,USA,Proportionality
22,5,248,USA,Loyalty
23,4,249,USA,Authority
24,1,250,USA,Purity
25,5,251,USA,Care
26,4,252,USA,Equality
27,4,253,USA,Proportionality
28,5,254,USA,Loyalty
29,4,255,USA,Authority
30,3,256,USA,Purity
31,4,257,USA,Care
32,3,258,USA,Equality
33,5,259,USA,Proportionality
34,4,260,USA,Loyalty
35,5,261,USA,Authority
36,4,262,USA,Purity
1,4,263,USA,Care
2,3,264,USA,Equality
3,3,265,USA,Proportionality
4,2,266,USA,Loyalty
5,2,267,USA,Authority
6,3,268,USA,Purity
7,4,269,USA,Care
8,3,270,USA,Equality
9,3,271,USA,Proportionality
10,2,272,USA,Loyalty
11,2,273,USA,Authority
12,1,274,USA,Purity
13,3,275,USA,Care
14,4,276,USA,Equality
15,4,277,USA,Proportionality
16,2,278,USA,Loyalty
17,3,279,USA,Authority
18,1,280,USA,Purity
19,4,281,USA,Care
20,3,282,USA,Equality
21,4,283,USA,Proportionality
22,2,284,USA,Loyalty
23,2,285,USA,Authority
24,1,286,USA,Purity
25,3,287,USA,Care
26,2,288,USA,Equality
27,3,289,USA,Proportionality
28,2,290,USA,Loyalty
29,2,291,USA,Authority
30,3,292,USA,Purity
31,4,293,USA,Care
32,4,294,USA,Equality
33,4,295,USA,Proportionality
34,2,296,USA,Loyalty
35,4,297,USA,Authority
36,1,298,USA,Purity
1,5,299,USA,Care
2,1,300,USA,Equality
3,5,301,USA,Proportionality
4,5,302,USA,Loyalty
5,5,303,USA,Authority
6,5,304,USA,Purity
7,5,305,USA,Care
8,1,306,USA,Equality
9,5,307,USA,Proportionality
10,5,308,USA,Loyalty
11,5,309,USA,Authority
12,5,310,USA,Purity
13,5,311,USA,Care
14,5,312,USA,Equality
15,5,313,USA,Proportionality
16,5,314,USA,Loyalty
17,5,315,USA,Authority
18,5,316,USA,Purity
19,5,317,USA,Care
20,1,318,USA,Equality
21,5,319,USA,Proportionality
22,5,320,USA,Loyalty
23,5,321,USA,Authority
24,5,322,USA,Purity
25,5,323,USA,Care
26,5,324,USA,Equality
27,5,325,USA,Proportionality
28,5,326,USA,Loyalty
29,5,327,USA,Authority
30,5,328,USA,Purity
31,5,329,USA,Care
32,1,330,USA,Equality
33,5,331,USA,Proportionality
34,5,332,USA,Loyalty
35,5,333,USA,Authority
36,5,334,USA,Purity
1,3,335,USA,Care
2,3,336,USA,Equality
3,2,337,USA,Proportionality
4,3,338,USA,Loyalty
5,3,339,USA,Authority
6,2,340,USA,Purity
7,4,341,USA,Care
8,3,342,USA,Equality
9,4,343,USA,Proportionality
10,2,344,USA,Loyalty
11,3,345,USA,Authority
12,3,346,USA,Purity
13,4,347,USA,Care
14,3,348,USA,Equality
15,4,349,USA,Proportionality
16,2,350,USA,Loyalty
17,3,351,USA,Authority
18,1,352,USA,Purity
19,4,353,USA,Care
20,3,354,USA,Equality
21,4,355,USA,Proportionality
22,3,356,USA,Loyalty
23,3,357,USA,Authority
24,1,358,USA,Purity
25,3,359,USA,Care
26,4,360,USA,Equality
27,3,361,USA,Proportionality
28,2,362,USA,Loyalty
29,3,363,USA,Authority
30,2,364,USA,Purity
31,3,365,USA,Care
32,2,366,USA,Equality
33,3,367,USA,Proportionality
34,3,368,USA,Loyalty
35,3,369,USA,Authority
36,2,370,USA,Purity
1,4,371,USA,Care
2,1,372,USA,Equality
3,3,373,USA,Proportionality
4,5,374,USA,Loyalty
5,3,375,USA,Authority
6,2,376,USA,Purity
7,3,377,USA,Care
8,1,378,USA,Equality
9,3,379,USA,Proportionality
10,5,380,USA,Loyalty
11,2,381,USA,Authority
12,2,382,USA,Purity
13,3,383,USA,Care
14,3,384,USA,Equality
15,3,385,USA,Proportionality
16,5,386,USA,Loyalty
17,2,387,USA,Authority
18,2,388,USA,Purity
19,3,389,USA,Care
20,2,390,USA,Equality
21,4,391,USA,Proportionality
22,5,392,USA,Loyalty
23,4,393,USA,Authority
24,2,394,USA,Purity
25,3,395,USA,Care
26,3,396,USA,Equality
27,3,397,USA,Proportionality
28,4,398,USA,Loyalty
29,2,399,USA,Authority
30,1,400,USA,Purity
31,2,401,USA,Care
32,3,402,USA,Equality
33,5,403,USA,Proportionality
34,2,404,USA,Loyalty
35,4,405,USA,Authority
36,2,406,USA,Purity
1,5,407,USA,Care
2,5,408,USA,Equality
3,5,409,USA,Proportionality
4,3,410,USA,Loyalty
5,5,411,USA,Authority
6,5,412,USA,Purity
7,5,413,USA,Care
8,5,414,USA,Equality
9,5,415,USA,Proportionality
10,5,416,USA,Loyalty
11,5,417,USA,Authority
12,5,418,USA,Purity
13,5,419,USA,Care
14,5,420,USA,Equality
15,5,421,USA,Proportionality
16,3,422,USA,Loyalty
17,3,423,USA,Authority
18,5,424,USA,Purity
19,5,425,USA,Care
20,5,426,USA,Equality
21,5,427,USA,Proportionality
22,3,428,USA,Loyalty
23,5,429,USA,Authority
24,1,430,USA,Purity
25,5,431,USA,Care
26,3,432,USA,Equality
27,3,433,USA,Proportionality
28,5,434,USA,Loyalty
29,3,435,USA,Authority
30,5,436,USA,Purity
31,5,437,USA,Care
32,1,438,USA,Equality
33,1,439,USA,Proportionality
34,5,440,USA,Loyalty
35,5,441,USA,Authority
36,5,442,USA,Purity
1,5,443,USA,Care
2,2,444,USA,Equality
3,5,445,USA,Proportionality
4,4,446,USA,Loyalty
5,4,447,USA,Authority
6,1,448,USA,Purity
7,5,449,USA,Care
8,2,450,USA,Equality
9,5,451,USA,Proportionality
10,2,452,USA,Loyalty
11,5,453,USA,Authority
12,5,454,USA,Purity
13,5,455,USA,Care
14,5,456,USA,Equality
15,5,457,USA,Proportionality
16,3,458,USA,Loyalty
17,5,459,USA,Authority
18,2,460,USA,Purity
19,5,461,USA,Care
20,2,462,USA,Equality
21,5,463,USA,Proportionality
22,4,464,USA,Loyalty
23,5,465,USA,Authority
24,4,466,USA,Purity
25,5,467,USA,Care
26,5,468,USA,Equality
27,5,469,USA,Proportionality
28,5,470,USA,Loyalty
29,4,471,USA,Authority
30,5,472,USA,Purity
31,5,473,USA,Care
32,1,474,USA,Equality
33,5,475,USA,Proportionality
34,5,476,USA,Loyalty
35,5,477,USA,Authority
36,2,478,USA,Purity
1,2,479,USA,Care
2,1,480,USA,Equality
3,3,481,USA,Proportionality
4,4,482,USA,Loyalty
5,4,483,USA,Authority
6,2,484,USA,Purity
7,2,485,USA,Care
8,1,486,USA,Equality
9,4,487,USA,Proportionality
10,3,488,USA,Loyalty
11,4,489,USA,Authority
12,5,490,USA,Purity
13,2,491,USA,Care
14,1,492,USA,Equality
15,4,493,USA,Proportionality
16,4,494,USA,Loyalty
17,3,495,USA,Authority
18,5,496,USA,Purity
19,3,497,USA,Care
20,1,498,USA,Equality
21,4,499,USA,Proportionality
22,4,500,USA,Loyalty
23,4,501,USA,Authority
24,2,502,USA,Purity
25,2,503,USA,Care
26,2,504,USA,Equality
27,3,505,USA,Proportionality
28,4,506,USA,Loyalty
29,4,507,USA,Authority
30,2,508,USA,Purity
31,2,509,USA,Care
32,1,510,USA,Equality
33,5,511,USA,Proportionality
34,3,512,USA,Loyalty
35,3,513,USA,Authority
36,4,514,USA,Purity
1,4,515,USA,Care
2,3,1,USA,Equality
3,3,2,USA,Proportionality
4,2,3,USA,Loyalty
5,2,4,USA,Authority
6,1,5,USA,Purity
7,4,6,USA,Care
8,2,7,USA,Equality
9,3,8,USA,Proportionality
10,2,9,USA,Loyalty
11,3,10,USA,Authority
12,1,11,USA,Purity
13,4,12,USA,Care
14,4,13,USA,Equality
15,4,14,USA,Proportionality
16,3,15,USA,Loyalty
17,3,16,USA,Authority
18,1,17,USA,Purity
19,4,18,USA,Care
20,3,19,USA,Equality
21,5,20,USA,Proportionality
22,3,21,USA,Loyalty
23,4,22,USA,Authority
24,2,23,USA,Purity
25,3,24,USA,Care
26,2,25,USA,Equality
27,3,26,USA,Proportionality
28,2,27,USA,Loyalty
29,3,28,USA,Authority
30,1,29,USA,Purity
31,4,30,USA,Care
32,2,31,USA,Equality
33,3,32,USA,Proportionality
34,1,33,USA,Loyalty
35,4,34,USA,Authority
36,1,35,USA,Purity
1,5,36,USA,Care
2,2,37,USA,Equality
3,3,38,USA,Proportionality
4,5,39,USA,Loyalty
5,5,40,USA,Authority
6,5,41,USA,Purity
7,5,42,USA,Care
8,2,43,USA,Equality
9,4,44,USA,Proportionality
10,4,45,USA,Loyalty
11,5,46,USA,Authority
12,4,47,USA,Purity
13,4,48,USA,Care
14,5,49,USA,Equality
15,5,50,USA,Proportionality
16,4,51,USA,Loyalty
17,5,52,USA,Authority
18,2,53,USA,Purity
19,5,54,USA,Care
20,1,55,USA,Equality
21,5,56,USA,Proportionality
22,5,57,USA,Loyalty
23,5,58,USA,Authority
24,3,59,USA,Purity
25,5,60,USA,Care
26,3,61,USA,Equality
27,4,62,USA,Proportionality
28,5,63,USA,Loyalty
29,5,64,USA,Authority
30,5,65,USA,Purity
31,5,66,USA,Care
32,1,67,USA,Equality
33,5,68,USA,Proportionality
34,5,69,USA,Loyalty
35,5,70,USA,Authority
36,4,71,USA,Purity
1,1,72,USA,Care
2,1,73,USA,Equality
3,3,74,USA,Proportionality
4,3,75,USA,Loyalty
5,1,76,USA,Authority
6,5,77,USA,Purity
7,5,78,USA,Care
8,3,79,USA,Equality
9,3,80,USA,Proportionality
10,1,81,USA,Loyalty
11,1,82,USA,Authority
12,1,83,USA,Purity
13,3,84,USA,Care
14,3,85,USA,Equality
15,3,86,USA,Proportionality
16,3,87,USA,Loyalty
17,1,88,USA,Authority
18,1,89,USA,Purity
19,5,90,USA,Care
20,3,91,USA,Equality
21,3,92,USA,Proportionality
22,3,93,USA,Loyalty
23,3,94,USA,Authority
24,1,95,USA,Purity
25,5,96,USA,Care
26,3,97,USA,Equality
27,3,98,USA,Proportionality
28,1,99,USA,Loyalty
29,3,100,USA,Authority
30,3,101,USA,Purity
31,3,102,USA,Care
32,3,103,USA,Equality
33,1,104,USA,Proportionality
34,3,105,USA,Loyalty
35,5,106,USA,Authority
36,5,107,USA,Purity
1,5,108,USA,Care
2,5,109,USA,Equality
3,4,110,USA,Proportionality
4,5,111,USA,Loyalty
5,5,112,USA,Authority
6,4,113,USA,Purity
7,1,114,USA,Care
8,5,115,USA,Equality
9,4,116,USA,Proportionality
10,5,117,USA,Loyalty
11,5,118,USA,Authority
12,5,119,USA,Purity
13,4,120,USA,Care
14,5,121,USA,Equality
15,3,122,USA,Proportionality
16,5,123,USA,Loyalty
17,5,124,USA,Authority
18,5,125,USA,Purity
19,5,126,USA,Care
20,5,127,USA,Equality
21,5,128,USA,Proportionality
22,5,129,USA,Loyalty
23,5,130,USA,Authority
24,3,131,USA,Purity
25,5,132,USA,Care
26,5,133,USA,Equality
27,5,134,USA,Proportionality
28,4,135,USA,Loyalty
